Pagina,Views,Uniche,Tempo,Entrate,Rimbalzo,uscita,Valore,Author,title,Date
/innovazione/OLD_scienze.fanpage.it/quando-moriamo-non-siamo-ancora-del-tutto-morti-per-un-anno-la-scoperta-nella-fattoria-dei-corpi/p26/,4688,4277,"229,19",4271,"45,14%","90,96%","0,00",-,-,-
/innovazione/OLD_tech.fanpage.it/come-cancellare-tutte-le-foto-da-instagram-contemporaneamente/,4683,4145,"400,87",4139,"27,19%","88,32%","0,00",-,-,-
/innovazione/scienze/perche-il-cancro-e-un-nemico-cosi-ostico-da-sconfiggere-capacita-quasi-infinita-di-evolvere/,4683,4307,"250,95",3923,"72,85%","86,48%","0,00",Andrea Centini,Perché il cancro è un nemico così ostico da sconfiggere: “Capacità quasi infinita di evolvere”,2023-04-13T12:37:30+02:00
/innovazione/scienze/cosa-sappiamo-del-ceppo-mortale-di-coronavirus-che-colpisce-i-gatti-di-tutte-le-eta/,4681,4364,"231,54",4065,"65,74%","90,00%","0,00",Valeria Aiello,Cosa sappiamo del ceppo mortale di coronavirus che colpisce i gatti di tutte le età,2023-11-11T10:47:00+01:00
/innovazione/studios/gli-italiani-preferiscono-le-case-smart-sono-piutecnologiche-e-confortevoli/,4680,4342,"158,09",4324,"65,12%","92,54%","0,00",Ciaopeople Studios,Gli italiani preferiscono le case “smart”: sono più tecnologiche e confortevoli,2023-03-24T13:00:18+01:00
/innovazione/scienze/enorme-tornado-di-plasma-espulso-dal-sole-le-immagini-impressionanti/,4679,3992,"156,77",3885,"64,20%","77,56%","0,00",Andrea Centini,Enorme tornado di plasma espulso dal Sole: le immagini impressionanti,2023-12-29T13:12:08+01:00
/innovazione/OLD_tech.fanpage.it/i-migliori-hard-disk-esterni-e-interni-per-la-ps4-guida-allacquisto/,4669,4076,"672,16",4069,"30,63%","87,17%","0,00",-,-,-
/innovazione/OLD_scienze.fanpage.it/botulino-intossicazione-dalle-conserve-come-riconoscerlo-per-evitarlo-e-perche-e-pericoloso/,4668,4402,"576,48",4387,"40,06%","93,29%","0,00",-,-,-
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p22/,4664,4479,"274,66",4473,"34,20%","95,73%","0,00",-,-,-
/innovazione/OLD_tech.fanpage.it/faccio-10-000-euro-in-un-giorno-e-non-voglio-piu-studiare-la-confessione-della-tiktoker/p10/,4662,4103,"87,13",4089,"49,22%","87,58%","0,00",-,-,-
/innovazione/scienze/qual-e-la-temperatura-migliore-per-dormire-bene-e-svegliarsi-riposati/,4654,4409,"197,36",4082,"50,67%","91,45%","0,00",Valeria Aiello,Qual è la temperatura migliore per dormire bene e svegliarsi riposati,2023-08-31T17:48:35+02:00
/innovazione/scienze/il-tar-del-lazio-ha-sospeso-labbattimento-dellorsa-jj4-in-trentino-lav-vittoria/,4652,4208,"257,28",4028,"68,45%","85,90%","0,00",Andrea Centini,"Sospeso l’abbattimento dell’orsa JJ4 in Trentino, LAV: “Se la daranno a noi non finirà in uno zoo”",2023-04-14T11:04:46+02:00
/innovazione/tecnologia/elon-musk-lancia-grok-lintelligenza-artificiale-che-ti-consiglia-come-produrre-cocaina/,4648,4352,"276,96",4075,"75,32%","88,06%","0,00",Elisabetta Rosso,"Elon Musk lancia Grok, l’intelligenza artificiale che ti consiglia come produrre cocaina",2023-11-06T11:26:34+01:00
/innovazione/tecnologia/quali-sono-gli-aumenti-delle-tariffe-telefoniche-decisi-da-tim/,4644,4435,"236,39",4038,"59,21%","92,40%","0,00",Valerio Berra,Quali sono gli aumenti delle tariffe telefoniche decisi da Tim,2023-08-02T13:41:32+02:00
/innovazione/scienze/la-meravigliosa-danza-damore-delle-balene-riprese-da-un-videografo-campano-sensazione-unica/,4643,3974,"219,27",3784,"72,88%","82,60%","0,00",Andrea Centini,La meravigliosa danza d’amore delle balene ripresa da un videografo campano: “Sensazione unica”,2023-10-30T13:29:06+01:00
/innovazione/scienze/la-sonda-parker-solar-probe-ha-bruciato-il-record-di-oggetto-piu-veloce-costruito-dalluomo/,4639,4210,"260,23",4097,"54,93%","86,96%","0,00",Andrea Centini,Una sonda della NASA ha bruciato il record di oggetto più veloce costruito dall’uomo,2023-10-09T17:10:47+02:00
/innovazione/tecnologia/alla-fine-lo-spid-non-verra-cancellato-per-ora/,4635,4200,"247,34",4089,"71,20%","86,95%","0,00",Valerio Berra,"Alla fine lo Spid non verrà cancellato (per ora), si deciderà a giugno",2023-03-01T18:07:41+01:00
/innovazione/scienze/lultimo-rapporto-sul-clima-dellonu-e-un-grido-dallarme-agire-ora-non-ce-piu-tempo/,4627,4186,"291,46",4011,"75,68%","86,71%","0,00",Andrea Centini,"L’ultimo rapporto sul clima dell’ONU è un grido d’allarme: “Agire ora, non c’è più tempo”",2023-03-20T16:17:50+01:00
/innovazione/tecnologia/abbiamo-provato-il-filtro-per-linvecchiamento-virale-su-tiktok-si-chiama-aged-ed-e-impressionante/,4623,4049,"251,20",3902,"41,23%","83,93%","0,00",Valerio Berra,"Abbiamo provato il filtro per l’invecchiamento virale su TikTok, si chiama Aged ed è impressionante",2023-07-11T12:45:18+02:00
/innovazione/OLD_tech.fanpage.it/le-migliori-penne-per-tablet-per-disegnare-scrivere-e-prendere-appunti/,4622,4137,"768,25",4122,"28,89%","89,25%","0,00",-,-,-
/innovazione/OLD_scienze.fanpage.it/lolong-il-coccodrillo-piu-grande-del-mondo-e-morto-nelle-filippine/,4616,4273,"256,88",4254,"40,67%","92,01%","0,00",-,-,-
/innovazione/tecnologia/speranze-per-il-sottomarino-titan-inviati-il-victor-6000-e-il-nautile-arrivano-a-6000-metri/p1/,4613,4307,"402,18",4263,"47,66%","91,07%","0,00",Andrea Centini,"Speranze per il sottomarino Titan, inviati il Victor 6000 e il Nautile: arrivano a 6000 metri",2023-06-21T20:53:45+02:00
/innovazione/tecnologia/lattrice-che-interpreta-ellie-nella-serie-tv-di-the-last-of-us-non-ha-mai-giocato-al-videogioco/,4612,4329,"273,93",4307,"44,06%","93,13%","0,00",Lorena Rao,L’attrice che interpreta Ellie nella serie TV di The Last of Us non ha mai giocato al videogioco,2022-10-10T12:43:29+02:00
/innovazione/scienze/perche-i-fiumi-italiani-esondano-e-cosa-possiamo-fare-per-ridurre-i-rischi/,4608,4213,"270,99",3797,"65,49%","85,59%","0,00",Andrea Centini,Perché i fiumi italiani esondano e cosa possiamo fare per ridurre i rischi,2023-05-18T16:26:43+02:00
/innovazione/shopping-news/amazon-prime-day-2023-i-migliori-sconti-su-condizionatori-e-ventilatori/,4605,4241,"424,37",4150,"54,27%","90,62%","0,00",Quale Compro Team,Condizionatori e ventilatori da acquistare su Amazon,2023-07-11T18:16:04+02:00
/innovazione/scienze/finalmente-sequenziato-il-cromosoma-umano-y-era-lunico-non-ancora-decifrato-completamente/,4596,4220,"268,86",4000,"65,84%","88,84%","0,00",Valeria Aiello,Finalmente sequenziato il cromosoma umano Y: era l’unico non ancora decifrato completamente,2023-08-24T09:06:03+02:00
/innovazione/tecnologia/il-robot-avvocato-donotpay-e-stato-denunciato-da-un-vero-studio-di-avvocati-non-ha-una-laurea/,4594,4250,"246,90",4032,"70,49%","88,42%","0,00",Valerio Berra,Il robot avvocato DoNotPay è stato denunciato da un vero studio di avvocati: “Non ha una laurea”,2023-03-13T13:36:40+01:00
/innovazione/scienze/il-vaccino-covid-cubano-soberana-e-sicuro-ed-efficace-nessun-caso-di-malattia-grave-con-3-dosi/,4592,4191,"322,25",4107,"61,88%","88,52%","0,00",Andrea Centini,Il vaccino Covid cubano “Soberana” è sicuro ed efficace: nessun caso di malattia grave con 3 dosi,2023-01-12T11:23:11+01:00
/innovazione/tecnologia/come-funzionano-i-missili-atacms-i-razzi-che-vuole-kiev-per-colpire-a-300-km-di-distanza/,4591,4157,"390,56",4034,"65,44%","87,67%","0,00",Valerio Berra,"Come funzionano i missili ATACMS, i razzi che vuole Kiev per colpire a 300 km di distanza",2023-07-01T13:19:32+02:00
/innovazione/story/it-alert/,4584,3902,"78,74",1693,"51,95%","46,31%","0,00",-,-,-
/innovazione/scienze/la-semaglutide-il-farmaco-miracoloso-per-perdere-peso-ha-anche-effetti-anti-cancro-lo-studio/p2/,4583,4276,"221,63",4241,"64,21%","92,71%","0,00",Andrea Centini,"La semaglutide, il farmaco “miracoloso” per perdere peso, ha anche effetti anti cancro: lo studio",2023-05-12T10:40:23+02:00
/innovazione/scienze/donna-sottoposta-a-trapianto-rivede-il-suo-cuore-esposto-in-un-museo-la-storia-di-jennifer-sutton/,4580,4279,"247,72",3912,"78,40%","89,08%","0,00",Andrea Centini,Donna sottoposta a trapianto rivede il suo cuore esposto in un museo: la storia di Jennifer Sutton,2023-05-23T10:33:01+02:00
/innovazione/scienze/rarissimo-e-magnifico-ornitorinco-bianco-avvistato-in-australia/,4579,4121,"162,52",3958,"72,41%","85,48%","0,00",Andrea Centini,Rarissimo e magnifico ornitorinco bianco avvistato in Australia,2023-11-02T16:09:18+01:00
/innovazione/tecnologia/in-francia-la-polizia-potra-spiare-i-cittadini-dalle-telecamere-dei-loro-smartphone/,4575,4122,"251,04",3844,"60,53%","83,32%","0,00",Valerio Berra,In Francia la polizia potrà spiare i cittadini dalle telecamere dei loro smartphone,2023-07-08T09:59:07+02:00
/innovazione/shopping-news/migliori-ebook-reader-di-marzo-2023-classifica-e-guida-allacquisto/,4565,4170,"658,68",4132,"44,14%","90,76%","0,00",Quale Compro Team,Migliori ebook reader di luglio 2023: classifica e guida all’acquisto,2023-03-20T10:14:04+01:00
/innovazione/tecnologia/la-sfogo-di-amouranth-la-star-di-onlyfans-mio-marito-mi-obbliga-a-fare-video-minaccia-di-uccidere-i-miei-animali/,4562,4318,"280,98",4159,"34,21%","93,16%","0,00",Elisabetta Rosso,"La sfogo di Amouranth, la star di OnlyFans: “Mio marito mi obbliga a fare video, minaccia di uccidere i miei animali”",2022-10-17T18:51:00+02:00
/innovazione/tecnologia/un-senatore-italiano-ha-usato-lintelligenza-artificiale-per-scrivere-un-discorso-e-la-prima-volta/,4562,4178,"254,91",3719,"53,88%","82,88%","0,00",Valerio Berra,"Un senatore italiano ha usato l’intelligenza artificiale per scrivere un discorso, è la prima volta",2023-05-31T13:50:25+02:00
/innovazione/tecnologia/festini-droghe-e-orge-il-mondo-segreto-delle-big-tech-dietro-lomicidio-del-miliardario-bob-lee/,4554,4263,"294,70",3695,"61,14%","84,80%","0,00",Elisabetta Rosso,"Festini, droghe e orge: il mondo segreto delle Big Tech dietro l’omicidio del miliardario Bob Lee",2023-05-15T10:38:08+02:00
/innovazione/scienze/cosa-ci-dicono-delluniverso-le-prime-immagini-di-euclid/,4550,3917,"230,28",3752,"59,04%","81,96%","0,00",Andrea Centini,Cosa ci dicono dell’Universo le prime immagini di Euclid,2023-08-01T19:04:43+02:00
/innovazione/tecnologia/perche-la-patatina-piu-piccante-dei-social-e-stata-ritirata-dal-commercio/,4546,4203,"239,86",3957,"56,17%","81,17%","0,00",Valerio Berra,Perché la “patatina più piccante” dei social è stata ritirata dal commercio,2023-09-18T19:41:35+02:00
/innovazione/scienze/perche-gli-scienziati-ora-dicono-che-ce-un-nesso-tra-covid-grave-e-microbiota-intestinale/,4540,4089,"195,19",3825,"78,72%","84,03%","0,00",Valeria Aiello,Perché gli scienziati ora dicono che c’è un nesso tra Covid grave e microbiota intestinale,2023-10-24T14:56:53+02:00
/innovazione/OLD_tech.fanpage.it/auguri-di-buona-befana-2021-su-whatsapp-le-immagini-piu-belle-da-scaricare-per-lepifania/,4527,3833,"192,80",3513,"61,62%","80,21%","0,00",-,-,-
/innovazione/scienze/perche-le-bollicine-di-spumanti-e-champagne-salgono-in-fila-indiana-e-quelle-della-birra-no/,4527,4219,"307,59",3941,"68,90%","89,86%","0,00",Valeria Aiello,Perché le bollicine di spumanti e champagne salgono in fila indiana (e quelle della birra no),2023-05-04T17:53:49+02:00
/innovazione/scienze/attorno-al-pianeta-nano-quaoar-e-stato-scoperto-un-misterioso-anello-non-dovrebbe-essere-li/,4526,4153,"208,99",3913,"76,43%","87,38%","0,00",Andrea Centini,Attorno al pianeta nano Quaoar è stato scoperto un misterioso anello: non dovrebbe essere lì,2023-02-11T16:00:08+01:00
/innovazione/tecnologia/festa-della-mamma-2022-immagini-di-auguri-e-gif-divertenti-da-scaricare-gratis-per-whatsapp/,4523,3918,"226,48",3730,"60,55%","84,15%","0,00",Redazione Innovazione,"Festa della mamma 2022, immagini di auguri e gif divertenti da scaricare gratis per WhatsApp",2022-05-08T05:00:13+02:00
/innovazione/tecnologia/whatsapp-ha-un-problema-grave-con-le-immagini-dei-bambini-palestinesi/,4518,4190,"345,57",4052,"76,12%","81,19%","0,00",Elisabetta Rosso,WhatsApp ha un problema grave con le immagini dei bambini palestinesi,2023-11-06T13:05:27+01:00
/innovazione/scienze/risolto-il-mistero-della-stella-zombie-diventera-uno-dei-magneti-piu-potenti-delluniverso/,4514,4142,"235,37",3575,"67,75%","82,83%","0,00",Valeria Aiello,"Risolto il mistero della stella “zombie”, diventerà uno dei magneti più potenti dell’Universo",2023-08-18T11:36:11+02:00
/innovazione/scienze/ora-sappiamo-perche-i-bambini-apprendono-piu-velocemente-degli-adulti/,4513,4157,"198,98",3782,"80,97%","85,15%","0,00",Valeria Aiello,Ora sappiamo perché i bambini apprendono più velocemente degli adulti,2023-01-07T10:02:29+01:00
/innovazione/OLD_tech.fanpage.it/buon-ferragosto-2021-su-whatsapp-le-migliori-immagini-da-scaricare-gratis-per-gli-auguri/,4511,3886,"261,33",3404,"47,85%","80,23%","0,00",-,-,-
/innovazione/scienze/cannabis-il-regno-unito-abbatte-la-dose-raccomandata-di-cbd-rischi-per-la-salute/,4511,4211,"267,08",3921,"68,57%","87,48%","0,00",Andrea Centini,"Cannabis, il Regno Unito abbatte la dose raccomandata di CBD: “Rischi per la salute”",2023-10-21T11:18:40+02:00
/innovazione/scienze/oggi-e-learth-day-2023-la-giornata-della-terra-cosa-puoi-fare-per-proteggere-il-pianeta/,4510,4050,"326,54",3876,"61,42%","85,12%","0,00",Andrea Centini,"Oggi è l’Earth Day 2023, la Giornata della Terra: cosa puoi fare per proteggere il pianeta",2023-04-22T09:58:58+02:00
/innovazione/tecnologia/gli-stati-uniti-iniziano-i-test-per-lauto-volante-prima-consegna-prevista-nel-2025/,4502,3962,"252,94",3684,"60,04%","84,58%","0,00",Valerio Berra,"Gli Stati Uniti iniziano i test per l’auto volante, prima consegna prevista nel 2025",2023-07-05T09:57:49+02:00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p38/,4500,4394,"376,97",4385,"22,46%","97,24%","0,00",-,-,-
/innovazione/tecnologia/tiktok-down-oggi-segnalati-problemi-con-laccesso-via-web-cosa-sta-succedendo/,4491,4027,"122,17",3995,"36,11%","87,89%","0,00",Elisabetta Rosso,"TikTok down oggi, segnalati problemi con l’accesso via web: cosa sta succedendo",2023-12-21T13:28:30+01:00
/innovazione/scienze/stop-agli-animali-nei-circhi-presidente-lav-spiega-tempi-della-legge-e-destino-degli-esemplari/,4490,4086,"377,44",4062,"42,38%","89,82%","0,00",Andrea Centini,"Stop agli animali nei circhi, presidente LAV spiega tempi della legge e destino degli esemplari",2022-07-18T17:49:03+02:00
/innovazione/tecnologia/perche-mark-zuckerberg-sta-costruendo-di-nascosto-un-mega-bunker-alle-hawaii/,4487,4078,"338,96",3869,"59,80%","85,36%","0,00",Elisabetta Rosso,Perché Mark Zuckerberg sta costruendo di nascosto un mega bunker alle Hawaii,2023-12-18T14:21:39+01:00
/innovazione/scienze/la-mappa-dellinquinamento-da-ritardanti-di-fiamma-minaccia-per-gli-animali-di-tutti-i-continenti/,4481,4088,"258,33",3823,"70,22%","85,25%","0,00",Valeria Aiello,La mappa dell’inquinamento da ritardanti di fiamma: “Minaccia per gli animali di tutti i continenti”,2023-10-18T20:00:31+02:00
/innovazione/tecnologia/i-simpson-hanno-predetto-il-nuovo-logo-di-twitter-la-verita-dietro-il-meme/,4468,4089,"408,04",3890,"54,07%","86,97%","0,00",Valerio Berra,I Simpson hanno previsto il nuovo logo di Twitter? La verità dietro il meme,2023-08-01T15:27:23+02:00
/innovazione/tecnologia/openai-lancia-lapp-ufficiale-di-chatgpt-come-funziona-e-quando-arrivera-in-italia/,4450,4086,"362,25",3835,"48,17%","87,53%","0,00",Elisabetta Rosso,OpenAi lancia l’app ufficiale di ChatGPT: come funziona e quando arriverà in Italia,2023-05-19T11:02:37+02:00
/innovazione/tecnologia/vodafone-in-down-oggi-problemi-con-gli-sms-perche-non-funzionano-e-cosa-sta-succedendo/,4444,4119,"384,43",4053,"55,01%","91,56%","0,00",Valerio Berra,"Vodafone in down oggi, problemi con gli SMS: perché non funzionano e cosa sta succedendo",2023-08-28T11:20:05+02:00
/innovazione/tecnologia/breve-guida-per-avere-un-po-piu-di-privacy-per-il-tuo-smartphone-android-e-iphone/,4439,3982,"300,85",3511,"58,44%","84,52%","0,00",Valerio Berra,Breve guida per avere un po’ più di privacy sul tuo smartphone (Android e iPhone),2023-01-28T14:41:35+01:00
/innovazione/scienze/la-cometa-dei-neanderthal-visibile-a-occhio-nudo-ora-ha-tre-magnifiche-code-come-possibile/,4437,3665,"105,81",2328,"47,42%","51,41%","0,00",Andrea Centini,La cometa dei Neanderthal visibile a occhio nudo ora ha tre magnifiche code: com’è possibile,2023-01-27T13:02:17+01:00
/innovazione/tecnologia/il-garante-per-la-privacy-blocca-le-banche-dati-dei-call-center-colpito-il-telemarketing-selvaggio/,4435,4088,"324,35",3713,"66,14%","83,79%","0,00",Valerio Berra,"Il Garante per la Privacy blocca le banche dati dei call center, colpito il telemarketing selvaggio",2023-06-06T15:57:48+02:00
/innovazione/scienze/il-segreto-della-grotta-dove-i-cristalli-crescono-fino-a-sei-volte-le-dimensioni-di-un-essere-umano/,4429,4046,"322,32",3868,"72,99%","87,92%","0,00",Valeria Aiello,Il segreto della grotta dove i cristalli crescono fino a otto volte le dimensioni di un essere umano,2023-04-05T17:53:16+02:00
/innovazione/OLD_scienze.fanpage.it/i-7-mostri-degli-abissi-piu-strani-come-vivono-questi-animali-misteriosi/,4426,3857,"265,57",3817,"35,96%","85,99%","0,00",-,-,-
/innovazione/tecnologia/pubblicati-i-file-segreti-di-un-gruppo-di-medici-spacciavano-teorie-conservatrici-come-scienza/,4424,4095,"293,30",3740,"74,44%","85,22%","0,00",Elisabetta Rosso,Pubblicati i file segreti di un gruppo di medici: spacciavano teorie conservatrici come scienza,2023-05-05T17:08:56+02:00
/innovazione/tecnologia/questuomo-ha-creato-un-porno-deepfake-usando-il-volto-della-giornalista-tv-e-stato-terribile/,4424,4167,"229,80",3276,"69,52%","80,83%","0,00",Elisabetta Rosso,Quest’uomo ha creato un porno deepfake usando il volto della giornalista tv: “È stato terribile”,2023-07-28T18:19:39+02:00
/innovazione/scienze/abbiamo-estratto-cosi-tanta-acqua-dal-sottosuolo-da-aver-spostato-lasse-di-rotazione-terrestre/,4421,3990,"229,74",3771,"68,74%","84,89%","0,00",Valeria Aiello,Abbiamo estratto così tanta acqua dal sottosuolo da aver spostato l’asse di rotazione terrestre,2023-06-19T17:02:35+02:00
/innovazione/shopping-news/tech-week-ebay-25-di-sconto-sul-nuovo-iphone-14-5g-128gb/,4420,4058,"270,62",4010,"40,94%","90,45%","0,00",Quale Compro Team,Tech Week eBay: 25% di sconto sul nuovo iPhone 14 5G 128GB,2023-03-06T16:23:39+01:00
/innovazione/tecnologia/abbiamo-parlato-con-gli-italiani-che-vogliono-fermare-pornhub/,4420,4173,"259,02",3797,"40,56%","85,50%","0,00",Valerio Berra,Abbiamo parlato con gli italiani che vogliono fermare Pornhub,2023-07-27T16:10:56+02:00
/innovazione/tecnologia/sei-stai-leggendo-questo-articolo-da-iphone-e-meglio-che-aggiorni-subito-il-tuo-sistema-operativo/,4419,4084,"445,35",4036,"33,82%","90,81%","0,00",Valerio Berra,Sei stai leggendo questo articolo da iPhone è meglio che aggiorni subito il tuo sistema operativo,2023-09-08T19:39:38+02:00
/innovazione/tecnologia/nel-futuro-ci-saranno-sempre-piu-essere-umani-uccisi-da-robot/,4412,4098,"332,97",3608,"55,88%","83,32%","0,00",Elisabetta Rosso,Nel futuro ci saranno sempre più esseri umani uccisi da robot,2023-11-09T18:20:51+01:00
/innovazione/tecnologia/perche-languria-e-diventata-il-simbolo-della-resistenza-palestinese-sui-social/,4410,4072,"368,78",3889,"71,60%","84,31%","0,00",Elisabetta Rosso,Perché l’anguria è diventata il simbolo della Palestina sui social,2023-11-10T16:47:21+01:00
/innovazione/tecnologia/abbiamo-una-data-per-gta-6-quando-verra-pubblicato-il-trailer-ufficiale/,4408,4123,"303,16",4004,"43,98%","89,75%","0,00",Elisabetta Rosso,Abbiamo una data per GTA 6: quando verrà pubblicato il trailer ufficiale,2023-12-02T10:09:38+01:00
/innovazione/tecnologia/per-la-prima-volta-una-stazione-radio-ha-un-programma-senza-dj-fa-tutto-lintelligenza-artificiale/,4402,3960,"260,09",3678,"64,02%","83,17%","0,00",Valerio Berra,"Per la prima volta una stazione radio ha un programma senza dj, fa tutto l’intelligenza artificiale",2023-06-20T20:57:27+02:00
/innovazione/scienze/creato-un-modello-di-embrione-umano-completo-e-il-sosia-ottenuto-dalle-cellule-staminali/,4401,3985,"300,65",3823,"70,19%","87,37%","0,00",Valeria Aiello,Creato un modello di embrione umano completo: è il “sosia” ottenuto dalle cellule staminali,2023-09-07T19:53:35+02:00
/innovazione/scienze/cose-il-drone-americano-mq-9-reaper-fatto-precipitare-da-un-jet-russo/,4399,4031,"353,54",3958,"62,74%","88,11%","0,00",Andrea Centini,Cos’è il drone americano MQ-9 Reaper “fatto precipitare” da un jet russo,2023-03-14T19:46:50+01:00
/innovazione/scienze/spazio/,4398,3208,"69,32",1250,"46,17%","34,06%","0,00",-,-,-
/innovazione/tecnologia/questa-famiglia-ha-speso-10-000-dollari-in-buoni-per-disney-world-ma-ha-trovato-una-brutta-sorpresa/,4396,4163,"258,43",3813,"81,89%","86,62%","0,00",Elisabetta Rosso,Questa famiglia ha speso 10.000 dollari in buoni per Disney World ma ha trovato una brutta sorpresa,2023-12-20T15:07:34+01:00
/innovazione/tecnologia/dopo-limpero-romano-ora-anche-napoleone-e-diventato-un-trend-su-tiktok/,4394,4025,"325,08",3990,"54,58%","90,05%","0,00",Valerio Berra,"Dopo l’Impero Romano, ora anche Napoleone è diventato un trend su TikTok",2023-10-01T08:50:00+02:00
/innovazione/tecnologia/tra-pochi-giorni-tutti-i-telefoni-del-regno-unito-suoneranno-insieme-nello-stesso-momento/,4391,4068,"279,57",3699,"68,93%","85,11%","0,00",Valerio Berra,Tra pochi giorni tutti i telefoni del Regno Unito suoneranno insieme nello stesso momento,2023-04-18T16:52:44+02:00
/innovazione/tecnologia/davvero-instagram-sta-censurando-i-post-pro-palestina-abbiamo-provato-a-farci-bloccare/,4389,4129,"444,98",3748,"67,39%","85,96%","0,00",Elisabetta Rosso,Davvero Instagram sta censurando i post pro Palestina? Abbiamo provato a farci bloccare,2023-10-19T11:48:08+02:00
/innovazione/OLD_scienze.fanpage.it/cosa-succede-se-mangi-pasta-scaduta/,4380,4125,"414,67",4043,"39,78%","92,44%","0,00",-,-,-
/innovazione/scienze/quanto-dura-un-attosecondo-e-come-e-possibile-generare-impulsi-di-luce-cosi-brevi/,4378,3926,"352,59",3731,"59,10%","85,45%","0,00",Valeria Aiello,Quanto dura un attosecondo e come è possibile generare impulsi di luce così brevi,2023-10-03T14:09:28+02:00
/innovazione/scienze/approvato-spray-nasale-contro-lemicrania-rapido-ed-efficace-come-funziona-il-zavegepant/,4377,3979,"234,06",3729,"70,07%","86,52%","0,00",Andrea Centini,"Approvato spray nasale contro l’emicrania, rapido ed efficace: come funziona Zavegepant",2023-03-11T09:29:02+01:00
/innovazione/scienze/antichi-patogeni-congelati-nei-ghiacciai-la-minaccia-e-reale-lo-scioglimento-puo-liberarli/,4365,4151,"286,73",3765,"42,27%","84,28%","0,00",Valeria Aiello,"Antichi patogeni congelati nei ghiacciai, la minaccia è reale: “Lo scioglimento può liberarli”",2023-07-28T11:19:07+02:00
/innovazione/scienze/il-timo-e-prezioso-negli-adulti-rimuovere-la-ghiandola-aumenta-molto-il-rischio-di-cancro-e-morte/,4360,4089,"188,33",3489,"60,81%","82,06%","0,00",Andrea Centini,Il timo è prezioso negli adulti: rimuovere la ghiandola aumenta molto il rischio di cancro e morte,2023-08-18T13:28:42+02:00
/innovazione/scienze/perche-i-gemelli-identici-non-hanno-le-stesse-impronte-digitali/,4358,3946,"228,69",3760,"73,02%","87,54%","0,00",Valeria Aiello,Perché i gemelli identici non hanno le stesse impronte digitali,2023-02-10T13:49:23+01:00
/innovazione/scienze/le-formiche-possono-fiutare-il-cancro-nei-campioni-di-urina/,4355,3995,"173,18",3764,"81,53%","86,80%","0,00",Valeria Aiello,Le formiche possono “fiutare” il cancro nei campioni di urina,2023-01-25T16:56:59+01:00
/innovazione/scienze/un-uomo-di-53-anni-e-completamente-guarito-dallhiv-e-uno-dei-pochissimi-casi-al-mondo/,4346,4022,"187,40",3908,"77,99%","88,91%","0,00",Andrea Centini,Un uomo di 53 anni è completamente guarito dall’HIV: è uno dei pochissimi casi al mondo,2023-02-20T20:05:18+01:00
/innovazione/scienze/nubi-mammatus-cosi-le-nuvole-diventano-uno-spettacolo-suggestivo/,4344,4099,"170,05",3987,"62,46%","91,85%","0,00",Valeria Aiello,"Nubi mammatus, così le nuvole diventano uno spettacolo suggestivo",2023-10-06T10:24:27+02:00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p40/,4342,4195,"320,91",4190,"29,87%","96,57%","0,00",-,-,-
/innovazione/tecnologia/test-it-alert-oggi-in-veneto-e-puglia-alle-12-cosa-fare-dopo-il-messaggio-per-incidente-industriale/,4341,3817,"123,49",3753,"60,31%","86,85%","0,00",Elisabetta Rosso,Test IT-Alert oggi in Veneto e Puglia alle 12: cosa fare dopo il messaggio per incidente industriale,2023-12-19T08:03:15+01:00
/innovazione/scienze/acqua-salata-su-marte-ci-sono-le-prove-che-fluiva-vicino-allequatore/,4338,3933,"282,32",3718,"66,22%","85,66%","0,00",Valeria Aiello,"Acqua salata su Marte, ci sono le prove che fluiva vicino all’equatore",2023-05-08T17:08:48+02:00
/innovazione/OLD_scienze.fanpage.it/monossido-di-carbonio-come-uccide-cos-e-e-quali-sono-i-sintomi-dell-intossicazione/,4333,4040,"424,33",4031,"33,40%","92,82%","0,00",-,-,-
/innovazione/tecnologia/a-che-ora-e-dove-vedere-il-lancio-di-starship-in-diretta-per-il-razzo-di-spacex-e-il-secondo-tentativo/,4327,3883,"294,02",3773,"47,11%","85,88%","0,00",Valerio Berra,A che ora e dove vedere il nuovo lancio di Starship di SpaceX in diretta,2023-11-17T16:03:56+01:00
/innovazione/tecnologia/come-funziona-la-videocamera-piu-piccola-del-mondo-grande-quanto-un-granello-di-sabbia/,4327,3970,"263,46",3708,"67,51%","85,02%","0,00",Elisabetta Rosso,"Come funziona la videocamera più piccola del mondo, grande quanto un granello di sabbia",2023-09-16T10:53:20+02:00
/innovazione/tecnologia/bancomat-clonati-in-pochi-secondi-un-video-smaschera-la-truffa-dello-skimmer-sui-social/?acc=whatsapp-fp,4323,3733,"290,31",3598,"66,01%","82,84%","0,00",Elisabetta Rosso,Bancomat clonati in pochi secondi: un video smaschera la truffa dello skimmer sui social,2023-12-02T17:23:37+01:00
