Pagina;Views;Uniche;Tempo;Entrate;Rimbalzo;uscita;Valore
/innovazione/scienze/stimolazione-elettrica-di-unora-puo-eliminare-la-necessita-di-insulina-nei-pazienti-diabetici/;2425;2150;242,94;2029;70,18%;84,87%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p8/;2424;2325;168,08;2311;54,91%;94,93%;0,00
/innovazione/tecnologia/la-storia-di-linda-yaccarino-la-donna-che-guidera-twitter-dopo-elon-musk/;2424;2243;318,84;1963;52,11%;80,12%;0,00
/innovazione/tecnologia/il-robot-paziente-dotato-di-intelligenza-artificiale-arriva-a-trieste-e-il-piu-avanzato-al-mondo/;2421;2189;311,67;1784;64,21%;82,98%;0,00
/innovazione/scienze/il-primo-bacio-documentato-della-storia-risale-a-4-500-anni-fa-fu-dato-in-mesopotamia/;2413;2141;261,30;2065;68,28%;85,41%;0,00
/innovazione/tecnologia/tiktok-now-ha-voluto-barare-e-ora-chiudera-per-sempre-cosa-e-successo/;2413;2300;361,79;2030;74,61%;88,15%;0,00
/innovazione/tecnologia/causera-lestinzione-dellumanita-la-lettera-delle-big-tech-contro-lintelligenza-artificiale/;2412;2282;309,17;2139;51,42%;78,36%;0,00
/innovazione/tecnologia/come-fare-un-video-per-il-trend-dei-viaggi-su-tiktok/;2405;2228;623,89;2228;37,25%;92,35%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p14/;2401;2318;202,29;2312;43,73%;96,29%;0,00
/innovazione/scienze/la-nasa-ha-condiviso-nuove-e-meravigliose-immagini-di-io-la-luna-di-giove-gli-scatti-di-juno/;2401;2098;206,20;1936;63,44%;81,67%;0,00
/innovazione/scienze/esame-del-sangue-rivoluzionario-rileva-leta-degli-organi-e-indica-quelli-che-si-ammaleranno-prima/?acc=whatsapp-fp;2397;2214;302,15;2072;70,49%;86,32%;0,00
/innovazione/scienze/i-meravigliosi-anelli-di-saturno-spariranno-nel-2025-cosa-sta-succedendo/;2395;2248;228,34;2038;62,54%;84,47%;0,00
/innovazione/scienze/questi-sono-i-posti-piu-sicuri-su-un-aereo-ma-la-maggior-parte-delle-persone-non-li-prenota/;2394;2215;255,59;2156;53,40%;90,39%;0,00
/innovazione/scienze/cosa-sono-le-strane-linee-di-luce-avvistate-nel-cielo-notturno-delle-hawaii/;2391;2148;164,73;2006;61,06%;84,53%;0,00
/innovazione/scienze/primo-rapporto-nasa-sugli-ufo-nessuna-prova-di-origine-aliena-ma-non-sappiamo-cosa-siano/;2390;2005;188,97;1285;53,14%;60,88%;0,00
/innovazione/shopping-news/i-migliori-giradischi-del-2022-15-modelli-per-ascoltare-musica-in-vinile/;2389;2189;959,71;2186;35,15%;91,42%;0,00
/innovazione/tecnologia/whatsapp-sta-lavorando-alle-chat-segrete-potrai-leggerle-solo-se-accedi-con-limpronta-digitale/;2389;2281;240,37;2145;56,36%;91,21%;0,00
/innovazione/tecnologia/microchip-nel-parmigiano-reggiano-per-proteggere-il-made-in-italy-dalle-imitazioni/;2388;2122;321,55;2059;53,98%;86,22%;0,00
/innovazione/tecnologia/a-brooklyn-apre-un-museo-del-fallimento-ci-sono-tutte-le-invenzioni-che-non-hanno-mai-funzionato/;2387;2213;247,32;2147;48,44%;90,74%;0,00
/innovazione/scienze/perche-tiriamo-la-lingua-di-fuori-quando-siamo-concentrati/;2386;2192;427,36;2175;46,53%;91,58%;0,00
/innovazione/scienze/come-viene-smaltita-la-carcassa-di-una-balena-morta/;2385;2170;267,84;1976;69,28%;84,99%;0,00
/innovazione/scienze/nata-con-due-uteri-partorisce-due-volte-in-due-giorni-come-e-possibile/?acc=whatsapp-fp;2385;2182;366,53;2077;73,82%;86,21%;0,00
/innovazione/tecnologia/il-padrino-dellia-mette-in-guardia-i-chatbot-potrebbero-diventare-piu-intelligenti-di-noi/;2384;2139;294,43;1828;63,11%;79,57%;0,00
/innovazione/scienze/perche-questuomo-ha-deciso-di-coltivare-in-casa-una-delle-piante-piu-pericolose-al-mondo/;2381;2206;226,67;1902;44,45%;83,75%;0,00
/innovazione/OLD_tech.fanpage.it/migliori-kit-di-videosorveglianza/;2380;2213;1126,99;2210;24,90%;92,56%;0,00
/innovazione/tecnologia/musica-su-instagram-siae-trattativa-mai-chiusa-loscuramento-degli-italiani-e-un-danno-grave/;2379;2221;351,27;2136;39,32%;87,47%;0,00
/innovazione/OLD_tech.fanpage.it/la-soluzione-per-stampare-senza-connessione-internet/;2378;2188;403,39;2186;36,34%;91,84%;0,00
/innovazione/scienze/un-bambino-su-5-ha-difficolta-a-scrivere-in-corsivo-a-causa-di-smartphone-e-tablet-ma-non-solo/;2376;2126;245,11;2060;70,85%;86,70%;0,00
/innovazione/tecnologia/oggi-e-morto-ufficialmente-internet-explorer-addio-e-grazie-per-i-meme/;2375;2151;214,00;2022;70,01%;84,29%;0,00
/innovazione/scienze/perche-si-puo-morire-se-si-beve-troppa-acqua/?from=taboola_exploremore;2371;2177;157,71;1389;78,89%;72,12%;0,00
/innovazione/tecnologia/guido-scorza-garante-privacy-necessario-fermare-chatgpt-non-sappiamo-cosa-faceva-con-i-dati-di-chi-lo-usava/;2371;2231;281,99;2019;46,87%;86,33%;0,00
/innovazione/tecnologia/socceron-name-e-stato-sequestrato-chiude-il-sito-per-vedere-partite-di-calcio-e-serie-tv/;2366;2216;233,65;2214;41,83%;93,11%;0,00
/innovazione/tecnologia/il-registro-delle-opposizioni-e-un-flop-i-call-center-continuano-a-chiamare-anche-sugli-smartphone/;2363;2151;196,67;1940;39,95%;84,68%;0,00
/innovazione/scienze/sindrome-da-trasfusione-feto-fetale-cose-rischi-e-trattamento-per-la-malattia-dei-gemelli/;2359;2091;182,21;1962;65,34%;84,87%;0,00
/innovazione/OLD_tech.fanpage.it/la-trasformazione-dei-me-contro-te-comerano-sofi-e-lui-agli-inizi-della-carriera-su-youtube/;2357;2066;284,86;2047;39,20%;86,81%;0,00
/innovazione/scienze/perche-e-possibile-che-presto-non-troveremo-piu-latte-fresco-sugli-scaffali-dei-supermercati/;2353;2166;204,88;1906;75,25%;84,87%;0,00
/innovazione/OLD_scienze.fanpage.it/come-si-muore-annegati-lacqua-entra-nei-polmoni-si-perde-coscienza-fino-allarresto-cardiaco/;2350;2220;672,52;2213;33,99%;94,17%;0,00
/innovazione/scienze/i-portieri-percepiscono-il-mondo-in-modo-diverso-lo-dice-la-scienza/;2350;2164;286,72;2032;62,44%;86,09%;0,00
/innovazione/scienze/melanoma-vaccino-a-mrna-di-moderna-riduce-recidiva-e-morte-al-via-studio-di-fase-3-in-italia/;2350;2062;151,25;1921;60,72%;83,70%;0,00
/innovazione/tecnologia/cose-coco-rido-il-gioco-di-carte-pieno-di-frasi-sessiste-che-ora-e-costretto-a-cambiare/;2349;2129;311,27;2024;55,73%;88,08%;0,00
/innovazione/scienze/si-masturba-con-troppa-foga-e-finisce-in-terapia-intensiva-con-uno-pneumomediastino-spontaneo/p1/;2347;2207;212,19;2197;64,32%;93,52%;0,00
/innovazione/tecnologia/lantitrust-chiude-bompiano-le-commerce-che-fingeva-di-essere-legato-a-mediaworld-chiedeva-i-soldi-e-poi-spariva/;2346;2198;251,65;2131;76,24%;90,37%;0,00
/innovazione/tecnologia/perche-tutti-stanno-scrivendo-mio-padre-nei-commenti-su-tiktok/;2346;2178;236,56;1859;56,48%;77,24%;0,00
/innovazione/scienze/perche-la-citta-sudafricana-di-johannesburg-e-stata-imbiancata-dalla-neve-le-immagini-spettacolari/;2345;2130;211,81;1947;67,27%;84,73%;0,00
/innovazione/scienze/sintomi-di-polmoniti-e-malattie-respiratorie-nei-bambini-a-quali-prestare-attenzione/?acc=whatsapp-fp;2341;2172;363,51;2116;72,33%;88,68%;0,00
/innovazione/scienze/ora-sappiamo-quali-sono-i-cani-piu-aggressivi-e-la-colpa-e-nostra/;2338;2124;163,77;1579;54,55%;72,50%;0,00
/innovazione/scienze/e-iniziato-il-festival-di-yulin-in-cina-fino-a-10mila-cani-saranno-massacrati-in-pochi-giorni/;2337;2160;351,65;2150;45,56%;91,87%;0,00
/innovazione/scienze/coloranti-fluorescenti-e-telecamere-ultraveloci-per-distinguere-i-tumori-dalle-cellule-sane/;2335;2139;176,51;1935;74,67%;84,97%;0,00
/innovazione/scienze/tre-nuovi-vulcani-sottomarini-scoperti-nel-canale-di-sicilia/;2335;2108;218,42;2013;56,03%;85,95%;0,00
/innovazione/OLD_tech.fanpage.it/migliori-videocitofoni/;2334;2131;825,58;2129;27,15%;91,22%;0,00
/innovazione/scienze/ce-una-probabilita-del-24-che-i-morti-per-il-terremoto-in-turchia-e-siria-siano-oltre-100mila/;2334;2110;225,95;2006;72,25%;84,79%;0,00
/innovazione/tecnologia/litalia-e-diventata-uno-dei-bersagli-preferiti-dagli-hacker-soprattutto-per-i-nostri-dati-sanitari/;2334;2150;228,37;1683;68,64%;77,93%;0,00
/innovazione/tecnologia/un-dipendente-di-twitter-chiede-a-elon-musk-sono-stato-licenziato-o-meno-nessuno-me-lo-sa-dire/;2331;2155;320,58;2050;46,13%;87,34%;0,00
/innovazione/tecnologia/meta-crede-ancora-nel-metaverso-e-rilancia-sui-visori-presentato-il-meta-quest-3/;2329;2174;294,43;2098;52,74%;89,27%;0,00
/innovazione/tecnologia/nel-cielo-compare-una-balena-fatta-di-droni-i-video-spettacolari-della-festa-per-re-carlo-iii/;2327;2076;245,62;2038;65,49%;87,88%;0,00
/innovazione/scienze/mai-cosi-tanti-satelliti-in-caduta-sulla-terra-e-il-loro-numero-salira-ancora/;2325;2149;283,00;2008;65,61%;85,76%;0,00
/innovazione/OLD_tech.fanpage.it/i-migliori-tracker-e-cerca-chiavi-per-non-perdere-gli-oggetti-importanti/;2324;2104;993,46;2094;27,21%;90,15%;0,00
/innovazione/scienze/ecco-il-materiale-piu-forte-al-mondo-meglio-dellacciaio-avrebbe-evitato-il-disastro-del-titanic/;2324;2168;293,17;2155;45,52%;91,82%;0,00
/innovazione/tecnologia/laccount-che-spia-elon-musk-si-trasferisce-su-threads-spero-che-twitter-muoia/;2323;2157;322,90;1932;57,61%;86,27%;0,00
/innovazione/OLD_tech.fanpage.it/quanti-anni-ha-mini-khabib-il-lottatore-che-imita-i-colossi-della-mma-e-sembra-un-bambino/;2321;2096;310,18;2060;42,26%;89,23%;0,00
/innovazione/scienze/cose-il-rotavirus-responsabile-delle-gastroenteriti-nei-bambini-a-lerici-sintomi-vaccino-e-cure/;2321;2141;185,86;1587;64,16%;74,36%;0,00
/innovazione/shopping-news/apple-watch-ipad-airpods-e-altri-accessori-apple-in-sconto-fino-al-25-per-il-black-friday-2023/;2321;2171;260,34;2142;42,60%;93,11%;0,00
/innovazione/scienze/danno-alla-navetta-soyuz-gli-astronauti-dovranno-restare-6-mesi-in-piu-nello-spazio/;2315;2126;269,67;2015;79,37%;86,95%;0,00
/innovazione/tecnologia/dopo-elon-musk-la-nasa-arruola-anche-jeff-bezos-dovra-costruire-un-lander-per-atterrare-sulla-luna/;2315;2168;446,05;2063;55,83%;89,68%;0,00
/innovazione/tecnologia/come-impedire-a-facebook-di-usare-i-tuoi-dati-per-la-sua-intelligenza-artificiale/;2313;2102;401,78;1849;56,19%;83,74%;0,00
/innovazione/OLD_tech.fanpage.it/miglior-telo-per-proiettore-opinioni-e-guida-allacquisto/;2309;2128;799,35;2125;28,08%;91,60%;0,00
/innovazione/scienze/incendi-in-grecia-emesso-1-milione-di-tonnellate-di-carbonio-cosa-significa-e-perche-e-grave/;2307;2139;208,14;1988;58,90%;88,25%;0,00
/innovazione/scienze/una-cometa-kamikaze-si-e-schiantata-contro-il-sole-le-immagini-spettacolari/?acc=whatsapp-fp;2307;2120;293,88;2050;70,82%;87,26%;0,00
/innovazione/scienze/scoperto-virus-estremo-completamente-nuovo-nellabisso-della-fossa-delle-marianne/;2306;2147;251,23;1745;53,97%;77,06%;0,00
/innovazione/scienze/cosa-sono-i-sottomarini-nucleari-di-classe-aukus-del-nuovo-accordo-tra-usa-australia-e-regno-unito/;2304;2133;317,85;1848;63,30%;81,68%;0,00
/innovazione/scienze/quali-sono-i-sintomi-covid-da-non-sottovalutare/?from=taboola_exploremore;2301;2164;177,16;1375;83,67%;73,79%;0,00
/innovazione/scienze/urano-come-mai-visto-prima-la-straordinaria-foto-del-telescopio-spaziale-james-webb/;2300;1986;204,70;1866;60,90%;81,87%;0,00
/innovazione/OLD_scienze.fanpage.it/solstizio-dinverno-perche-fa-freddo-se-la-terra-e-piu-vicina-al-sole-che-in-estate/;2294;2146;458,76;2142;38,31%;93,20%;0,00
/innovazione/scienze/le-correnti-oceaniche-intorno-allantartide-sono-sullorlo-del-collasso/;2294;2088;272,64;1872;68,69%;82,61%;0,00
/innovazione/scienze/perche-le-donne-sentono-il-freddo-piu-degli-uomini/;2290;2121;439,46;2118;42,94%;92,45%;0,00
/innovazione/tecnologia/elon-musk-lancia-in-italia-il-suo-servizio-internet-starlink-non-poteva-scegliere-settimana-migliore/;2290;2120;196,39;1333;44,46%;76,11%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-gli-uomini-fanno-sesso-orale-alle-donne/;2289;2195;558,17;2194;30,07%;95,50%;0,00
/innovazione/tecnologia/ce-chi-sta-boicottando-hogwarts-legacy-per-colpire-j-k-rowling-ma-ha-davvero-senso/;2285;2106;231,80;1991;55,91%;85,95%;0,00
/innovazione/tecnologia/grazie-alle-barbie-i-ricercatori-hanno-trovato-un-modo-per-togliere-la-polvere-lunare-dalle-tute-spaziali/;2285;2143;280,55;1930;83,29%;87,61%;0,00
/innovazione/tecnologia/cose-la-barbie-pasta-il-piatto-rosa-shocking-che-ha-conquistato-tiktok/;2283;2106;327,34;1997;45,97%;85,28%;0,00
/innovazione/scienze/il-25-marzo-magnifico-allineamento-con-5-pianeti-e-la-falce-di-luna-come-vederli-e-riconoscerli/p1/;2282;2087;178,49;2079;64,12%;90,93%;0,00
/innovazione/OLD_scienze.fanpage.it/cielo-giallo-arancione-durante-il-temporale-perche-e-cosa-sta-succedendo/;2281;2114;509,56;2110;34,64%;92,33%;0,00
/innovazione/tecnologia/perche-chatgpt-sta-perdendo-sempre-piu-utenti/;2281;2097;321,38;1937;63,45%;83,91%;0,00
/innovazione/OLD_tech.fanpage.it/su-instagram-potrai-usare-la-barra-di-ricerca-per-trovare-foto-e-video-nel-social/;2276;2094;428,71;2090;33,67%;91,92%;0,00
/innovazione/scienze/influenza-covid-o-raffreddore-esperta-spiega-come-comportarsi-con-i-sintomi-respiratori/;2275;2085;253,13;1931;61,50%;87,21%;0,00
/innovazione/scienze/abbiamo-appena-scoperto-una-delle-stelle-piu-rare-della-nostra-galassia/;2273;2000;221,99;1788;64,24%;79,37%;0,00
/innovazione/scienze/creata-la-vernice-piu-leggera-del-mondo-con-14-kg-si-copre-un-aereo-di-linea-e-dura-per-secoli/;2272;2085;281,85;1864;67,67%;79,40%;0,00
/innovazione/scienze/sente-rumori-e-ticchettii-nellorecchio-per-giorni-medici-scoprono-un-ragno-nel-canale-uditivo/?from=taboola_exploremore;2271;2193;103,19;299;74,16%;48,39%;0,00
/innovazione/tecnologia/entra-in-vigore-la-legge-antipirateria-multe-fino-a-15-000-euro-per-chi-trasmette-illegalmente/;2265;2126;290,41;1922;60,77%;83,80%;0,00
/innovazione/scienze/perche-il-regno-unito-vuole-vietare-i-cani-di-razza-american-bully-xl/;2264;2067;273,52;1972;54,84%;85,42%;0,00
/innovazione/scienze/abbiamo-finalmente-capito-come-fanno-le-formiche-a-comunicare-tra-loro/;2263;2061;203,17;1555;70,45%;75,78%;0,00
/innovazione/scienze/il-buco-blu-appena-scoperto-al-largo-del-messico-e-il-secondo-piu-profondo-al-mondo/;2262;2099;181,33;1343;59,20%;69,67%;0,00
/innovazione/tecnologia/dove-il-cuore-riposa-e-lansia-scompare-lorigine-e-il-significato-del-nuovo-trend-su-instagram/?acc=whatsapp-fp;2262;2114;293,72;1988;74,91%;87,62%;0,00
/innovazione/scienze/il-cacciatore-di-esplosioni-la-storia-del-fan-di-spacex-che-riprende-da-vicino-i-dettagli-dei-lanci/;2260;2078;314,47;1912;70,18%;86,64%;0,00
/innovazione/scienze/cosa-centra-il-covid-col-dna-dei-neanderthal-lo-studio-origin-spiegato-da-giuseppe-remuzzi/;2256;2090;287,35;1850;70,12%;81,83%;0,00
/innovazione/scienze/bufera-di-neve-a-los-angeles-bagni-di-sole-a-washington-linverno-impazzito-negli-usa/;2255;2093;286,51;1980;56,55%;87,94%;0,00
/innovazione/tecnologia/farsi-rubare-il-profilo-facebook-e-piu-facile-di-quello-che-pensi-cinque-consigli-per-evitarlo/;2253;2103;313,85;1978;51,59%;89,75%;0,00
/innovazione/tecnologia/perche-i-blackout-in-italia-continueranno-per-tutta-lestate/;2250;2051;259,20;1993;67,70%;84,71%;0,00
/innovazione/scienze/le-prime-immagini-dellenorme-iceberg-staccatosi-dal-polo-sud-e-piu-grande-di-roma-e-genova-assieme/;2247;2102;215,63;1958;78,67%;88,34%;0,00
/innovazione/scienze/cosa-sono-i-potenti-obici-m777-da-155-mm-consegnati-dal-canada-allucraina/;2246;2076;373,18;2057;47,87%;91,72%;0,00
/innovazione/tecnologia/tutta-la-storia-di-shou-zi-chew-il-capo-di-tiktok-che-ora-ha-svelato-il-suo-volto/;2244;2053;362,86;1739;63,30%;79,68%;0,00
/innovazione/scienze/la-nasa-sta-progettando-un-telescopio-spaziale-per-cercare-la-vita-su-mondi-alieni/;2243;2078;483,42;2027;50,73%;90,64%;0,00
/innovazione/scienze/no-non-e-vero-che-i-forti-bevitori-reggono-alte-dosi-di-alcol/;2234;2061;275,69;1895;71,90%;85,81%;0,00
/innovazione/scienze/le-conseguenze-del-covid-si-ripercuotono-su-cervello-e-memoria-anche-a-distanza-di-un-anno/;2233;2032;175,08;1713;67,15%;79,13%;0,00
/innovazione/scienze/un-nuovo-metodo-di-cattura-della-co2-dallaria-e-tre-volte-piu-efficace-degli-sistemi-convenzionali/;2233;2001;235,08;1706;69,10%;81,10%;0,00
/innovazione/OLD_tech.fanpage.it/come-nascondere-le-foto-su-facebook-agli-amici-e-al-pubblico/;2229;2017;359,55;1985;46,96%;88,65%;0,00
/innovazione/OLD_scienze.fanpage.it/ramipril-effetti-collaterali-e-controindicazioni-del-farmaco-per-abbassare-la-pressione/;2227;2069;435,32;2044;38,19%;92,05%;0,00
/innovazione/tecnologia/esplosione-al-pentagono-cosi-una-foto-creata-dallia-ha-bruciato-500-miliardi-di-dollari/;2226;2038;203,36;1665;60,83%;74,57%;0,00
/innovazione/scienze/stanotte-meraviglioso-abbraccio-tra-la-luna-e-saturno-come-riconoscere-il-pianeta-a-occhio-nudo/;2224;2041;191,41;1688;63,03%;83,27%;0,00
/innovazione/tecnologia/facebook-e-instagram-stanno-rivedendo-la-censura-per-i-capezzoli-femminili/;2223;2074;314,99;2008;42,76%;91,41%;0,00
/innovazione/tecnologia/grazie-a-tiktok-si-scopre-che-la-poesia-serve-ancora-perche-leopardi-e-montale-sono-entrati-in-trend/;2222;1917;206,53;1809;73,07%;83,03%;0,00
/innovazione/tecnologia/come-sono-i-nuovi-apple-watch-9-e-ultra-2-caratteristiche-prezzo-e-quando-uscira-il-nuovo-smartwatch/;2220;2075;338,54;1814;34,90%;88,92%;0,00
/innovazione/OLD_scienze.fanpage.it/migliori-lenti-dingrandimento/;2218;2035;876,92;2033;31,77%;91,61%;0,00
/innovazione/scienze/gelo-marziano-in-siberia-registrata-clamorosa-temperatura-di-624-c-a-tongulakh/;2218;2042;183,39;1804;59,91%;76,01%;0,00
/innovazione/scienze/oggetto-misterioso-colpisce-giove-e-provoca-unesplosione-visibile-dalla-terra-le-immagini/?from=taboola_exploremore;2218;2077;117,61;106;58,82%;43,69%;0,00
/innovazione/scienze/i-granchi-blu-hanno-iniziato-a-mangiarsi-lun-laltro-cannibali-per-fame-sono-diventati-troppi/?from=taboola_exploremore;2216;2097;139,44;390;79,58%;51,94%;0,00
/innovazione/scienze/gigantesco-capodoglio-si-spiaggia-a-bali-e-viene-salvato-ma-torna-a-riva-e-muore/;2215;2045;215,36;1911;63,60%;84,33%;0,00
/innovazione/tecnologia/si-fingeva-medico-su-tiktok-ora-dalya-e-stata-condannata-a-un-tribunale-quanto-dovra-pagare/;2212;2045;280,06;1721;80,71%;84,04%;0,00
/innovazione/scienze/quali-sono-le-cause-della-perdita-delludito-e-come-si-previene-colpisce-15-miliardi-di-persone/;2211;2033;221,60;1972;76,03%;89,55%;0,00
/innovazione/tecnologia/elon-musk-ha-un-piano-per-ridare-internet-a-gaza-ma-ce-un-problema/;2210;2080;352,37;2001;74,14%;88,01%;0,00
/innovazione/tecnologia/godo-come-un-riccio-come-diventato-matty-il-biondo-ho-usato-youtube-per-combattere-il-bullismo/;2210;2075;404,94;2063;42,57%;92,99%;0,00
/innovazione/OLD_tech.fanpage.it/come-scaricare-il-tiktok-cinese-douyin-e-vedere-i-trend-asiatici/;2208;1934;499,17;1931;26,13%;87,45%;0,00
/innovazione/scienze/quattro-anni-di-covid-pregliasco-a-fanpage-it-rischiamo-cigno-nero-ma-virus-buono-piu-probabile/;2208;1958;211,81;1716;65,29%;81,48%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p16/;2206;2123;239,38;2113;37,57%;95,92%;0,00
/innovazione/scienze/emorragie-cerebrali-nei-feti-di-donne-incinte-con-covid-il-virus-passa-dalla-madre-al-figlio/;2205;2069;432,97;2002;77,78%;89,16%;0,00
/innovazione/tecnologia/perche-non-abbiamo-piu-voglia-di-pubblicare-le-nostre-foto-sui-social/;2204;2023;291,76;1600;64,25%;77,22%;0,00
/innovazione/scienze/ictus-gocce-nasali-rivoluzionarie-accelerano-e-migliorano-il-recupero-in-test-di-laboratorio/;2203;1980;211,90;1804;73,98%;84,48%;0,00
/innovazione/scienze/laccumulo-di-proteina-spike-nel-cervello-potrebbe-essere-implicato-nel-long-covid/;2203;2015;228,87;1789;57,62%;81,21%;0,00
/innovazione/tecnologia/arrestato-do-kwon-era-il-re-delle-criptovalute-ma-poi-ha-bruciato-40-miliardi-di-dollari/;2202;2047;272,92;1946;64,77%;82,11%;0,00
/innovazione/scienze/meta-popolazione-mondiale-a-rischio-febbre-dengue-cose-come-si-trasmette-e-quali-sono-i-sintomi/;2201;2033;249,42;1640;64,48%;81,14%;0,00
/innovazione/tecnologia/perche-su-x-non-si-potranno-piu-bloccare-gli-account-lultima-decisione-di-elon-musk/;2201;2057;330,38;1921;57,93%;85,46%;0,00
/innovazione/tecnologia/abbiamo-provato-f1-23-ha-qualche-difetto-ma-sembra-quasi-di-correre-in-un-gran-premio/;2200;1997;261,09;1927;57,67%;89,09%;0,00
/innovazione/tecnologia/nuovi-problemi-con-postepay-cosa-sta-succedendo-oggi-allapp-di-poste-italiane/;2200;2038;203,75;1894;46,23%;88,05%;0,00
/innovazione/scienze/cosa-sappiamo-degli-alberi-geneticamente-modificati-per-catturare-piu-anidride-carbonica-dallaria/;2199;2021;259,54;1896;77,82%;87,95%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-lalluminio-e-tossico-e-quali-sono-i-rischi-per-la-salute/;2197;2022;415,98;2022;38,50%;91,76%;0,00
/innovazione/OLD_tech.fanpage.it/la-versione-porno-di-animal-crossing-e-diventata-virale-su-tiktok/;2197;1968;176,28;1967;32,59%;89,44%;0,00
/innovazione/scienze/stress-ansia-e-depressione-nutrono-i-tumori-e-riducono-lefficacia-delle-cure/?acc=whatsapp-fp;2197;2002;341,39;1896;73,68%;87,07%;0,00
/innovazione/OLD_scienze.fanpage.it/perche-ci-sono-sagome-di-uccelli-neri-disegnate-sui-vetri-delle-autostrade/p18/;2194;2113;145,33;2113;34,11%;95,99%;0,00
/innovazione/tecnologia/whatsapp-lavora-a-una-funzione-sulle-conversazioni-come-funzionano-i-filtri/;2194;2064;217,05;1939;61,21%;87,37%;0,00
/innovazione/OLD_scienze.fanpage.it/il-macaco-e-il-cervo-fanno-sesso-consenziente-esiste-l-amore-tra-specie-diverse/;2193;1913;223,06;1902;39,53%;85,09%;0,00
/innovazione/OLD_tech.fanpage.it/il-nokia-3310-torna-per-la-terza-volta-con-whatsapp/;2191;2035;405,61;2033;28,83%;92,06%;0,00
/innovazione/OLD_scienze.fanpage.it/il-veleno-della-scolopendra-e-devastante-colpisce-tutto-l-organismo-e-uccide-in-30-secondi/;2188;2030;407,17;2030;35,00%;92,09%;0,00
/innovazione/scienze/la-pandemia-di-covid-sarebbe-partita-dai-cani-procioni-venduti-illegalmente-al-mercato-di-wuhan/;2187;2020;244,85;1727;74,93%;83,04%;0,00
/innovazione/tecnologia/come-funziona-whatsapp-web-e-come-collegarsi-la-guida-completa-con-tutti-i-passaggi/;2186;2054;312,62;1964;36,22%;91,08%;0,00
/innovazione/OLD_scienze.fanpage.it/se-il-tuo-cane-ha-gli-occhi-rossi-puo-avere-una-seria-patologia-come-comportarsi/;2183;2062;605,11;2057;35,89%;94,23%;0,00
/innovazione/scienze/cosa-sappiamo-sullenterovirus-e11-che-ha-provocato-la-morte-di-7-bambini-in-francia-sintomi-e-cura/;2181;2043;269,87;1889;62,12%;86,38%;0,00
/innovazione/scienze/il-vaccino-covid-riduce-il-rischio-di-infarto-ictus-e-altre-patologie-in-chi-e-stato-infettato/;2178;2004;188,24;1759;65,83%;79,66%;0,00
/innovazione/tecnologia/ecco-come-puoi-personalizzare-la-schermata-di-blocco-di-iphone-con-ios-16/;2178;2031;464,59;2027;22,28%;92,42%;0,00
/innovazione/scienze/un-robot-simile-a-un-serpente-cerchera-la-vita-allinterno-delle-lune-ghiacciate/;2175;2012;273,38;1858;67,29%;87,22%;0,00
/innovazione/tecnologia/twitter-cambia-insegna-ma-la-polizia-ferma-i-lavori-cosa-sta-succedendo-nel-quartier-generale-di-elon-musk/;2172;2015;230,63;1806;60,15%;76,57%;0,00
/innovazione/tecnologia/iniziano-le-qualificazioni-per-le-olimpiadi-dei-videogiochi-tra-le-discipline-anche-just-dance-e-chess-com/;2171;2041;459,28;2003;46,23%;92,31%;0,00
/innovazione/tecnologia/negli-usa-rompere-le-stampanti-e-lhobby-preferito-dei-manager-impazziscono-e-una-forma-di-vendetta/;2169;2067;353,24;1939;75,52%;89,35%;0,00
/innovazione/tecnologia/perche-un-giornale-tedesco-ha-preferito-unintelligenza-artificiale-a-200-giornalisti/;2167;2007;345,38;1703;60,56%;83,85%;0,00
/innovazione/OLD_scienze.fanpage.it/cancro-alla-prostata-masturbarsi-almeno-21-volte-al-mese-riduce-il-rischio-del-33/;2162;1955;265,61;1944;37,67%;88,71%;0,00
/innovazione/tecnologia/questa-limousine-e-lauto-piu-lunga-del-mondo-ha-anche-un-eliporto/p12/;2156;1961;132,90;1959;54,11%;90,86%;0,00
/innovazione/scienze/finalmente-sappiamo-perche-i-clown-ci-fanno-paura-lo-ha-rivelato-uno-studio/;2152;1945;222,21;1719;57,67%;82,06%;0,00
/innovazione/tecnologia/come-guadagnare-con-i-prompt-le-formule-magiche-che-attivano-lintelligenza-artificiale/;2151;1916;259,25;1780;58,13%;82,05%;0,00
/innovazione/tecnologia/amazon-licenzia-ancora-tagliati-altri-9-000-dipendenti-vogliamo-essere-piu-snelli/;2150;1966;383,60;1878;45,71%;88,42%;0,00
/innovazione/tecnologia/lintelligenza-artificiale-sta-imparando-a-leggere-le-analisi-meglio-dei-medici/;2150;1973;258,09;1842;73,63%;86,00%;0,00
